player_id,avg_rating,rating_band,n_games,ZScoreBaseline_score,ZScoreBaseline_label,LOF_score,LOF_label,IsolationForest_score,IsolationForest_label,OneClassSVM_score,OneClassSVM_label,Autoencoder_score,Autoencoder_label,HDBSCAN_score,HDBSCAN_label,ACPLSubAutoencoder_score,ACPLSubAutoencoder_label,anomaly_votes,ensemble_flag,ensemble_confident
justinlew99,1574.7777777777778,1400-1600,9,2.020299812546664,1,-0.21548381304469766,1,-0.1483615262858109,1,-2.70776769512974,1,0.40936908,1,0.9179152715816039,1,0.08887631,1,0,False,False
Achmad_arif,1626.5820895522388,1600-1800,67,1.441177870796602,1,-0.16297106906136327,1,-0.12190820422312293,1,-5.171021671319948,1,0.19133197,1,1.0,1,0.19719672,1,0,False,False
tanyeribarak,1695.6136363636363,1600-1800,44,1.4045029945126501,1,-0.08190373080146429,1,-0.15072843172562472,1,-3.9250071391000683,1,1.1737671,1,0.9172630367165672,1,0.56140125,-1,0,False,False
uwha,1770.4333333333334,1600-1800,30,1.3541761379295834,1,-0.27983555419260364,1,-0.1569096695753367,1,-6.543724390088907,1,0.06971834,1,1.0,1,0.01873566,1,0,False,False
VKF,2087.714285714286,2000-2200,7,6.2485779902629295,-1,-0.14649223723779214,1,0.057474874034330825,-1,4.322475424078931e-05,-1,0.7233129,1,1.0,1,0.07607415,1,1,False,False
Amateur2014,1977.3461538461538,1800-2000,26,1.0436983228249705,1,-0.19442266022450427,1,-0.17325956365374784,1,-5.554283947180555,1,0.73787326,1,0.7426584826613359,1,0.10007724,1,0,False,False
TheWildProdigy,1910.2727272727273,1800-2000,11,3.2579607630060714,1,-0.06987952106717721,1,-0.059211382531980716,1,-1.0249251999750184,1,0.20383416,1,1.0,1,0.08872232,1,0,False,False
mostafa191919,1797.5284552845528,1600-1800,123,2.04612001771057,1,-0.2607762099204183,1,-0.11839227133330998,1,-4.57382643033258,1,1.156141,1,1.0,1,0.048495397,1,0,False,False
Lucas1891,1155.872340425532,1000-1200,47,2.3783754741072234,1,-0.07671898801311783,1,-0.13842684405588085,1,-5.319293205927747,1,2.2898312,-1,1.0,1,0.27218315,1,1,False,False
remi248,1790.3846153846155,1600-1800,13,2.0179794473055783,1,-0.2802910278121902,1,-0.11631562195146888,1,-5.237017733920545,1,0.058332,1,1.0,1,0.09131346,1,0,False,False
banoba,1381.1052631578948,1200-1400,19,1.3308691590742094,1,-0.062366405704157746,1,-0.1508450769406649,1,-3.837909617436014,1,0.6527304,1,0.9189614977016017,1,0.25506634,1,0,False,False
MITSARASTHAI,1648.2790697674418,1600-1800,43,2.695922553786787,1,-0.27425445131576653,1,-0.15091043171060198,1,-3.091437585457377,1,2.020717,-1,1.0,1,0.02731831,1,1,False,False
tonybola,1400.4137931034484,1400-1600,116,1.2858773570328073,1,-0.27253702538404423,1,-0.17149571377012118,1,-8.913553405046034,1,0.19064349,1,1.0,1,0.058177583,1,0,False,False
short87,1609.7727272727273,1600-1800,22,3.4525367999496153,1,-0.21419522504431066,1,-0.11315052879946619,1,-3.9469610311535375,1,0.70623064,1,1.0,1,0.0972303,1,0,False,False
aryan2,1902.0,1800-2000,13,1.1933951845700361,1,-0.23984514516711086,1,-0.15583206001147243,1,-3.931290585607109,1,0.5858524,1,1.0,1,0.025206972,1,0,False,False
AlcaponeHUN,1222.05,1200-1400,20,3.0222732673916552,1,-0.11216190036741436,1,-0.08039241580065726,1,-3.5252439632173784,1,0.8335392,1,1.0,1,0.2846074,1,0,False,False
sinsei,1733.340909090909,1600-1800,44,2.0023870425146417,1,-0.3102650139546682,1,-0.12772587601673946,1,-6.706281591113156,1,0.10333262,1,1.0,1,0.012622868,1,0,False,False
vozuca,1952.0333333333333,1800-2000,60,0.8389406335932129,1,-0.26078670047994,1,-0.18565948225839352,1,-7.083173127853084,1,0.25418875,1,0.3786598933113272,1,0.04647723,1,0,False,False
Uguzzone,1720.5681818181818,1600-1800,88,0.7198376104515516,1,-0.3155383758165542,1,-0.18631031884147736,1,-6.276478646021711,1,0.079502426,1,0.06050949256572602,1,0.02206363,1,0,False,False
Multimatom,2070.4545454545455,2000-2200,33,2.0650413698619463,1,-0.26631868152366334,1,-0.15021342916548241,1,-5.832700595190997,1,0.2842898,1,1.0,1,0.025182955,1,0,False,False
dukado,1791.9470588235295,1600-1800,340,0.7937665967231429,1,-0.28595789102754043,1,-0.17908531294380803,1,-7.6107310593370565,1,0.16948141,1,0.5739775763445981,1,0.009612441,1,0,False,False
shadow27,1700.8333333333333,1600-1800,6,2.0932804825876983,1,-0.1918488096822999,1,-0.11862358489915181,1,-3.847026893240206,1,0.94074506,1,1.0,1,0.083716676,1,0,False,False
bishopSacrifice,1758.8,1600-1800,5,2.468712434053034,1,-0.1690962448878508,1,-0.08017176779724089,1,-2.6941865336714033,1,0.82959336,1,1.0,1,0.18752804,1,0,False,False
odko1230,1909.6857142857143,1800-2000,35,1.6733913268141796,1,-0.24261616267936126,1,-0.16423604806514075,1,-3.685926557583028,1,0.2135999,1,1.0,1,0.082325526,1,0,False,False
sam_india,1796.890625,1600-1800,64,1.044033059108161,1,-0.22614354147563942,1,-0.16131571593759947,1,-4.301712096846665,1,0.23216458,1,0.5884709484023615,1,0.1041424,1,0,False,False
